RamenId,BrandId,RamenName,RamenStyleId,CountryId,RamenPrice
890,150,Instant Cup Noodles Minced Prok Flavor,1,7,7000
891,182,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,4,13,6000
892,182,Tomato Beef Brisket Flavor Purple Potato Noodle,2,13,40000
893,182,Sea Tangle & Sparerins Flavor Noodles,4,13,46000
894,182,Chef's Grains Millet Noodle,2,13,27000
895,182,Chef's Grains Buckwheat Noodle,2,13,30000
896,182,Chef's Grains Pea Noodle,2,13,12000
897,182,Sichuan Pepper & Chicken Flavor Noodle,4,13,10000
898,182,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,2,13,28000
899,182,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,2,13,8000
900,182,Sea Tangle & Sparerins Flavor Noodles,4,13,28000
901,170,Curry Me! Penang White Curry Soup Noodle,2,11,35000
902,157,Veggie World Vegetarian Braised Beef Instant Noodles,4,2,36000
903,13,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),2,3,13000
904,16,Raobokki Noodle (Export Version),2,5,26000
905,124,Emporer Herbs Chicken Noodle,2,11,28000
906,175,Sauerkraut Flavor,2,13,46000
907,183,Dare You! Habanero Ramen (New Edition),1,5,18000
908,184,Black Cock Brand Vegetarian Chicken Noodle,2,2,45000
909,163,Chili Seafood Flavor Noodle Soup,1,22,19000
910,185,Penang Favourite White Curry Rice Vermicelli,2,11,40000
911,186,Less Fat Noodles Grilled Chicken,2,12,20000
912,187,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,1,9,7000
913,150,Cup Rice Vermicelli With Clear Soup,1,7,40000
914,188,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,2,2,34000
915,74,Curry Instant Noodle With Chicken,1,9,16000
916,189,Koreno Premium Mushroom Flavor,2,9,14000
917,120,Oriental Noodles Prawn Flavor,2,11,41000
918,174,King Chef Authentic Kimchi Flavour,2,9,32000
919,150,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,2,7,31000
920,190,Senior Food Rice Noodle Fragrant Peppery Beef,1,13,31000
921,45,Ho Fan Wonton Soup Flavored,2,8,7000
922,191,Xi Gon Satay Onion Flavor,2,9,31000
923,192,Hurricane Rice Cake (Topokki),4,5,11000
924,193,Shoop Instant Noodles Bombay Biryani Flavour,2,20,50000
925,150,JokCup Instant Porridge Soup Seafood Flavour,1,7,35000
926,151,Artificial Pickled Vegetable Beef Flavor,2,13,31000
927,131,Malaysia Penang White Curry Noodle Super Spicy,2,11,27000
928,131,Malaysia Penang Green Curry Rice Vermicelli,2,11,32000
929,131,Malaysia Penang White Curry Noodle Original,2,11,12000
930,194,Chicken Flavour Instant Noodles,2,11,45000
931,20,Sesame Flavor Ramen Korean Style Instant Noodle,2,5,39000
932,48,Seafood Flavour Instant Cooking Noodles,2,13,48000
933,4,Instant Noodles With Onion Flavour,2,2,10000
934,195,Shrimp Flavour Oriental Noodles And Soup Mix,1,22,7000
935,196,Spaghetti Instant Noodles,3,9,35000
936,197,Supreme Jjamppong Korean Style Spicy Seafood Soup,4,32,40000
937,159,Vegetarian Penang Laksa Instant Bowl Noodles,4,11,35000
938,183,Dare You! Habanero Jjajang Ramen,1,5,46000
939,198,Hearty Noodles Savoury Beef Flavour,1,22,48000
940,199,Japanese Ramen Noodle,4,3,39000
941,200,Taiwan Dried Noodles With Onion Oil Sauce,2,2,41000
942,153,Bihun Creamy Tom Yam Flavour,1,11,10000
943,99,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,2,2,33000
944,161,Instant Nudelsuppe Huhn Geschmack,2,15,13000
945,193,Shoop Instant Noodles Masala Flavour,2,20,14000
946,71,Quick Zabb Tom Klong Flavour Instant Noodles,2,7,19000
947,6,Shoyu Noodle,1,5,32000
948,187,Mi Ly Instant Noodles Mi Bo Beef Flavor,1,9,7000
949,86,Mi Segera Mmm... Perisa Kari,2,11,50000
950,3,Donbei Tempura Soba Mini,4,1,28000
951,13,Korean Clay Pot Ramyun,4,13,38000
952,159,Penang Laksa Instant Bowl Noodles,4,11,47000
953,163,Kimchee Noodle Soup,1,22,48000
954,148,Wei Wei A Instant Noodles Hot Beef Flavour,4,2,17000
955,3,Gonbuto Kistune Udon,4,1,23000
956,150,Instant Rice Noodle Soup Spicy Shrimp Flavour,4,7,36000
957,175,Artificial Pork Flavour,2,13,36000
958,19,Penang White Curry Noodle (New Improved Tatse),2,11,17000
959,13,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,2,3,26000
960,44,MenWhite Creamy Tonkotsu,4,1,16000
961,180,Gold Penang Asam Laksa Bihun,2,11,15000
962,3,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,2,6,49000
963,188,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,2,2,41000
964,19,Penang Hokkien Prawn Noodle (New Improved Taste),2,11,14000
965,201,Instant Noodles Artificial Spicy Beef Flavor (New Package),2,13,5000
966,202,Shanghai Kaiyang Noodle,2,13,15000
967,203,Penang White Curry Noodle,2,11,19000
968,26,Kaoru Maitake Tempura Udon,4,1,45000
969,193,Shoop Instant Noodles Spicy Lemon Flavour,2,20,13000
970,197,Supreme Seafood Flavor Big Cup,4,32,10000
971,189,Koreno Premium Ginseng Flavor,2,9,18000
972,204,Brown Rice Ramen,2,1,45000
973,159,Penang Vegetarian Prawn Instant Noodles,2,11,22000
974,44,Nyumen Desse Shoyu,4,1,38000
975,35,Perencah Kari Letup Mi Segera,2,11,47000
976,3,Demae Iccho Mushroom With Vegetables Flavour Macaroni,2,8,22000
977,205,Mushroom Honpo Shiitake Nutritious Noodle,2,1,19000
978,176,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,2,12,24000
979,174,Mikochi Tom Yum Flavor Instant Noodles,2,9,34000
980,13,Jinjja Jinjja (New),2,5,24000
981,167,Instant Non-Fried Noodles Shallot Pork Flavour,2,2,39000
982,3,Top Ramen Super Noodles Tomato,2,4,50000
983,150,Cup Rice Vermicelli Shrimp Creamy Tom Yum,1,7,15000
984,3,Original Chow Mein Premium Spicy Chicken Flavor,3,3,39000
985,206,White Curry Noodle More Spicy,2,11,16000
986,87,Emporer Instant Noodles Spicy Chicken,2,13,14000
987,7,Jan Jan Dashi Shoyu Yakisoba,1,1,5000
988,13,Tteokgukmyun,2,5,10000
989,34,Vegan Chilli With Sesame Sauce,2,2,28000
990,207,Perisa Sayuran,2,11,5000
991,207,Perisa Kari Sayuran,2,11,33000
992,208,Mi Perencah Ayam Jagung,2,11,42000
993,207,Perisa Bayam,2,11,33000
994,207,Plain Noodles,2,11,35000
995,209,Snek Mi Perisa Ayam,2,11,36000
996,112,Nyonya Curry Laksa,2,11,41000
997,208,Mi Perencah Asam Pedas,2,11,25000
998,209,Snek Mi Perisa BBQ,2,11,24000
999,207,Perisa Kari / Curry Flavour,2,11,32000
1000,191,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,2,9,33000
1001,183,Dare You! Habanero Ramen (New Edition),2,5,12000
1002,210,Penang Authentic White Curry Noodle,2,11,30000
1003,3,Gonbuto Tempura Udon,4,1,33000
1004,150,Pork Flavour Whole Wheat Noodle,2,7,47000
1005,35,Authentic Indian Noodles Vegetable Atta Masala,2,4,18000
1006,16,Jjajangmen Chajang Noodle King Bowl,4,5,40000
1007,167,Steam Vegetarian Flavor Noodles,2,2,18000
1008,159,Penang White Curry Instant Bowl Noodles,4,11,48000
1009,48,Artificial Seafood Flavor Instant Noodle,2,13,49000
1010,211,Choice Instant Noodles Curry Flavour,2,11,48000
1011,26,Big Cup Ramen Corn Salt & Butter Flavor,4,1,29000
1012,35,Mi Goreng Perencah Kari Ori,2,11,37000
1013,150,Instant Noodles Cup Beef Flavour,1,7,36000
1014,3,Emergency Cup Noodle,1,1,49000
1015,3,Cup Noodles Tomato Enjoy Noodles With Hot Soup,1,4,43000
1016,212,Baby Star Snack Noodle Chicken Flavour,2,1,45000
1017,187,M Ly Instant Noodles M Tht Xo Pork Flavor,1,9,25000
1018,13,Shin Ramyun Noodle Soup (New Edition),2,3,13000
1019,171,Purple Wheat Noodles Soy & Vinegar Flavor,2,6,31000
1020,206,White Curry Noodle,2,11,16000
1021,213,Instant Rice Noodle Spicy Seafood,3,7,27000
1022,48,Spicy Beef Flavor Instant Noodle,2,13,5000
1023,195,Beef Flavour Oriental Noodles And Soup Mix,1,22,50000
1024,159,Penang Laksa ,2,11,26000
1025,5,Hot Garlic Instant Noodles,2,4,29000
1026,214,Instant Noodles Taste Sensation Mixed Vegetable Flavour,2,25,14000
1027,215,Asia Fast Noodles Snabbnudlar Rksmak,2,33,16000
1028,120,Mi Segera Perisa Itik,2,11,5000
1029,136,Oriental Style Instant Noodles Pa-Lo Duck Flavour,2,7,30000
1030,44,Men Black Seafood Tonkotsu,4,1,39000
1031,137,Penang White CurryMee,2,11,36000
1032,82,Chow Mein Japanese Style Noodles Yakisoba,2,22,16000
1033,6,Curry Noodle,1,1,17000
1034,148,Volcano Spicy Pork Noodle,4,2,6000
1035,3,Demae Rice Vermicelli Beef Flavour,2,8,47000
1036,216,Penang Asam Pedas Hot & Sour Noodle,2,11,9000
1037,217,Pad Thai Instant rice Noodles & Sauce,3,3,10000
1038,35,2 Minute Noodles Hungrooo Masala Spicy,2,4,22000
1039,171,Noodles Beef Flavour,1,6,20000
1040,172,Steam Pork Flavour,2,2,22000
1041,201,Instant Noodles Artificial Shallot Beef Flavour,2,13,38000
1042,1,Kimchi Noodle,4,1,5000
1043,45,Oat Noodle Tomato Soup Flavored,2,8,5000
1044,71,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,2,7,28000
1045,189,Koreno Premium Shrimp Flavor,2,9,41000
1046,45,Oat Noodle Pork Rib Flavored,2,8,36000
1047,156,Seafood Instant Noodles,2,11,17000
1048,218,Sate Flavor Instant Noodles,2,9,16000
1049,197,Special Instant Noodles Jjamppong Flavor,2,32,35000
1050,197,Special Instant sopas Chicken Flavor,2,32,40000
1051,197,Spicy Beef Mami Instant Noodle Soup,2,32,44000
1052,197,Special Instant Curly Spaghetti With Yummy Red Sauce,2,32,50000
1053,197,Supreme Pinoy Chicken Instant Noodles,1,32,15000
1054,197,Special Baked Mac Style Instant Macaroni,2,32,12000
1055,197,La Paz Batchoy Instant Noodle Soup,2,32,37000
1056,153,Instant Kua Teow Tom Yam,1,11,30000
1057,3,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,2,6,50000
1058,16,Jjamppong Seafood Noodle King Bowl,4,5,34000
1059,74,Instant Porridge Seafood Flavour,2,9,37000
1060,26,Gotsumori Sauce Yakisoba,3,1,36000
1061,149,Oriental Style Instant Noodles Wasabi Flavour,2,7,10000
1062,5,Manchurian Instant Noodles,2,4,20000
1063,120,Chef Gold Recipe Bihun Kari Seribu Rasa,2,11,32000
1064,219,Instant Noodles Spicy Chili,2,33,34000
1065,220,Miso Ramen,2,1,25000
1066,13,Neoguri Udon Seafood & Mild,2,5,48000
1067,35,Royale Penang Seafood Curry,2,11,7000
1068,150,Instant Noodles Tom Yum Pork Flavour,2,7,8000
1069,221,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,2,8,48000
1070,200,Tainan Yi Mien With Sesame Oil Sauce,2,2,34000
1071,77,Quick Serve Macaroni Wonton Broth,2,8,47000
1072,3,Donbei Kitsune Udon Mini,4,1,24000
1073,120,Chef Gold Recipe Mi Kari Seribu Rasa,2,11,12000
1074,3,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,2,6,15000
1075,3,Cup Noodles Mug Noodles Spicy Vegetable,2,4,43000
1076,193,Shoop Instant Noodles BBQ Flavour,2,20,7000
1077,48,Stewed Beef Flavor Cooking Noodle,2,13,43000
1078,13,Bowl Noodle Soup Shrimp Habanero Lime Flavor,4,3,10000
1079,87,Artificial Pork Flavor Noodles,2,13,15000
1080,7,Ohmori Chukafu Yakisoba,3,1,22000
1081,19,Penang Red Tom Yum Goong Noodle,2,11,33000
1082,191,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,2,9,45000
1083,6,Sogokimyun Hot Flavor Noodle Soup,2,5,19000
1084,3,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,1,3,39000
1085,48,Mianba Pork Ribs Flavor Instant Noodles,2,13,19000
1086,164,Instant Noodles Mee Goreng,1,11,21000
1087,36,Pop Mie Chicken Flavour Cup Noodles,1,12,33000
1088,26,Magomi-an Kitsune Udon (Eastern Japan Flavor),4,1,33000
1089,71,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,2,7,43000
1090,20,Potato Ramen,2,5,13000
1091,3,Soba Chili Noodles With Japanese Yakisoba Sauce,1,15,27000
1092,35,Multigrainz Noodles Spice Remix,2,4,5000
1093,34,Sichuan Spicy Flavor,2,2,29000
1094,215,Asia Snabbnudlar Kycklingsmak,2,33,12000
1095,34,Onion Oil & Shrimp Flavor,2,2,8000
1096,13,Spicy Tonkotsu Noodle Soup,2,3,10000
1097,137,Mee Baa..Gus Mi Goreng Spicier Original Flavour,2,11,42000
1098,111,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),2,8,20000
1099,26,I Want To Eat Ramen' Shoyu Flavor,2,1,17000
1100,48,Mushroom Stew Chicken Ramen,2,13,46000
1101,16,Jjol Bibim Men,2,5,36000
1102,3,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,1,3,17000
1103,194,Tom Yam Flavour Instant Noodles,2,7,35000
1104,150,Instant Noodles Moo Nam Tok Flavour,2,7,27000
1105,161,Instant Nudelsuppe Shrimp Flavour,2,15,14000
1106,136,Cup Oriental Style Instant Noodles Chicken Flavour,1,7,44000
1107,150,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,2,7,16000
1108,150,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),1,7,47000
1109,194,Chicken Masala Flavour Instant Fried Noodles,2,7,28000
1110,150,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,2,7,42000
1111,150,Instant Cup Noodles Spicy Cheese Flavour,1,7,17000
1112,136,Oriental Style Instant Noodles Beef Flavour,2,15,39000
1113,150,Instant Cup Noodles Seafood Pad Kee Mao Flavour,1,7,17000
1114,194,Creamy Tom Yam Instant Noodles,2,7,29000
1115,150,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,2,7,19000
1116,161,"Shrimp ""Tom Yum"" Instant Nudelsuppe",2,15,13000
1117,216,Penang White curry Noodle With Nanyang Chilli Paste,2,11,29000
1118,26,Instant Lunch California Vegetable Ramen Noodles With Vegetables,1,3,13000
1119,4,Steam Instant Noodles Korean Salt & Rib Soup Flavour,4,2,36000
1120,3,Cup Noodles Black Pepper Crab Flavour,1,6,24000
1121,3,Premium Instant Noodles Spicy Beef Flavour,2,6,10000
1122,3,Cup Noodles Tom Yam Veg Flavour,1,6,46000
1123,3,Premium Instant Noodles Roasted Beef Flavour,4,6,7000
1124,3,Chu Qian Yi Ding Sesame Oil Flavour,2,6,46000
1125,3,Cup Noodles Chicken Flavour,1,6,27000
1126,3,Premium Instant Noodles XO Sauce Seafood Flavour,2,6,7000
1127,3,Cup Noodles Chilli Crab Flavour,1,6,11000
1128,3,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,2,6,5000
1129,3,Premium Instant Noodles Spicy Beef Flavour,4,6,27000
1130,3,Cup Noodles Tom Yam Seafood Flavour,1,6,15000
1131,3,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,2,6,45000
1132,3,Cup Noodles Seafood Curry Flavour,1,6,22000
1133,3,Premium Instant Noodles Roasted Beef Flavour,2,6,18000
1134,3,Cup Noodles Cream Of Chicken Flavour,1,6,7000
1135,44,Ippei-Chan Jumbo Night Market Style Yakisoba,3,1,44000
1136,19,Penang Hokkien Prawn Noodle,2,11,39000
1137,26,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,1,3,32000
1138,13,Harmony Korean Spicy Noodle Dish With Chipotle,2,3,28000
1139,35,2 Minute Noodles Tom Yam Flavour,2,6,8000
1140,3,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,4,3,49000
1141,172,Dried Noodle With Beef Flavor Sauce,2,2,41000
1142,222,Mi Segera Mi Goreng Pedas Instant Noodles,2,11,20000
1143,26,Old Style Miso Ramen,2,1,23000
1144,77,Quick Serve Macaroni Abalone & Chicken Flavour,2,8,44000
1145,190,Rice Noodle Beef With Brown Sauce,1,13,26000
1146,35,2 Minute Noodles Assam Laksa Flavour,2,6,48000
1147,35,Hot Cup Perisa Kari,1,11,44000
1148,35,2 Minute Noodles Curry Flavour,2,6,37000
1149,35,Senses Laksa Instant Noodles,2,6,28000
1150,35,Extra Spicy Curry Instant Noodles,2,6,43000
1151,6,Buldak Bokkummyeon,4,5,31000
1152,3,Sabor A Gallina Fideos Con Instantanea,2,34,46000
1153,44,Chukazanmai Beijing Style Salt Ramen,2,1,26000
1154,223,Miso Ramen,4,3,16000
1155,20,Cheese Bokki,4,5,12000
1156,159,Instant Penang White Curry Noodles,2,11,8000
1157,224,Curry Flavour Instant Noodles,2,25,33000
1158,174,King Chef Seafood With Kimchi Flavour,2,9,22000
1159,3,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,3,3,22000
1160,13,Korean Clay Pot Ramyun Noodle,1,13,26000
1161,26,I Want To Eat Ramen Shio,2,1,23000
1162,74,Ngon-Ngon Tom Yum Minced Pork Noodle,1,9,8000
1163,20,Ppushu Ppushu Grilled Chicken Flavor,2,5,36000
1164,45,Oat Noodle Abalone Flavored,2,2,21000
1165,44,Chukazanmai Szechuan Style Miso,2,1,18000
1166,221,Instant Rice Vermicelli Original Flavour,2,8,27000
1167,16,Cheese Ramyun (for US market),2,5,24000
1168,167,Curry La-Men,2,2,16000
1169,221,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,2,8,41000
1170,99,Prince Katsu Snack Noodles,2,2,20000
1171,222,Mi Segera Tom Yam Instant Noodles,2,11,33000
1172,175,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,2,13,21000
1173,225,Chicken Sopas Creamy Macaroni Soup,1,32,15000
1174,226,Ramen House Thai Coconut Ramen,2,3,13000
1175,227,Spaghetti With Mushroom Sauce,2,12,38000
1176,35,Masala Dumdaar Noodles,2,4,30000
1177,228,Instant Noodles Seafood Flavour,1,7,47000
1178,229,Everyday Value Chicken & Mushroom Flavour,1,25,48000
1179,230,Spesial Rasa Kari Ayam Pedas,2,12,41000
1180,44,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,3,1,12000
1181,67,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),2,5,8000
1182,174,Oh! Ricey Pho Bo Instant Rice Noodles,4,9,18000
1183,3,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,2,6,6000
1184,172,Steam Seafood Flavor Ramen,2,2,31000
1185,212,Baby Star Snack Noodle Yakisoba Flavor,2,1,8000
1186,231,Singapore Laksa Curry Soup Bowl,4,3,33000
1187,16,Mild Kokomen (Prototype),2,5,43000
1188,232,Sajimee Curry Soup Flavour,2,11,31000
1189,233,Miso Marvellous Soup,2,3,44000
1190,193,Shoop Instant Noodles Chicken Flavour,2,20,31000
1191,36,Mi Goreng Rasa Iga Penyet,2,12,40000
1192,234,Traveller's Choice Thai Red Curry Flavour Instant Noodles,2,25,6000
1193,16,Barbecue Ramyun (Prototype),2,5,37000
1194,235,Red Pepper 7 Garlic Peperoncino,2,1,44000
1195,235,Sukiyaki Style Noodle Stew,2,1,14000
1196,235,Yaki-Udon Roast Soy Sauce,2,1,18000
1197,235,Hiyashi Udon Bonito Sauce,2,1,41000
1198,235,Futomen Yakisoba,2,1,20000
1199,235,Hiyashi Chuka Lemon Sauce,2,1,19000
1200,235,Curry Udon,2,1,40000
1201,235,Chanpon,2,1,24000
1202,235,Shio Yakisoba,2,1,29000
1203,235,Yakisoba,2,1,15000
1204,235,Yaki-Udon Mild Spicy Sauce,2,1,13000
1205,235,Katsuo Dashi Udon,2,1,17000
1206,235,Spaghetti Napolitan,2,1,12000
1207,42,Spicy Garlic Ramen,2,1,11000
1208,229,Everyday Value Beef & Tomato Flavour Noodles,1,25,19000
1209,6,Nagasaki Jjamppong,1,5,11000
1210,198,Hearty Noodles Thai Flavour,1,22,8000
1211,236,Oriental Style Instant 'Kua-Chap',2,7,47000
1212,99,Hello Kitty Za Jiang (Soybean Sauce),2,2,39000
1213,3,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,1,15,31000
1214,237,Instant Noodles Vegetable & Mushroom Flavour,2,25,35000
1215,13,Sir Long Tang Creamy Beef Noodle Soup,1,3,48000
1216,111,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,4,8,17000
1217,238,Korean Style Stew Pork Flavour Noodle Soup,4,13,29000
1218,45,Instant Noodle King Won Ton Flavor,2,8,31000
1219,120,Instant Noodles Curry Flavour,2,11,46000
1220,120,Chef Creamy Tom Yam Flavour,2,11,36000
1221,120,Monster BBQ Flavour Snack Noodles,2,11,21000
1222,120,Chef Curry Laksa Flavour,1,11,45000
1223,120,SLLRRRP! Asam Laksa,2,11,9000
1224,120,Mie Goreng Indonesia Spicy Sambal,1,11,45000
1225,120,Chef Spicy Chicken Shiitake Flavour,2,11,30000
1226,120,Instant Vermicelli Chicken Flavour,2,11,49000
1227,120,Chef Creamy Tom Yam Flavour,1,11,19000
1228,120,Instant Noodles Vegetarian Flavour,2,11,21000
1229,120,SLLRRRP! Kari Berapi,2,11,21000
1230,120,Monster Chicken Flavour Snack Noodles,2,11,46000
1231,120,Chef Curry Laksa Flavour,2,11,32000
1232,120,Mie Goreng Indonesia Original Flavour,1,11,25000
1233,120,Instant Vermicelli Tom Yam Flavour,2,11,44000
1234,16,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,2,5,44000
1235,212,Baby Star Ramen Round Consomme Mini,2,1,12000
1236,239,Forbidden Rice Ramen,2,3,15000
1237,239,Millet & Brown Rice Ramen,2,3,32000
1238,239,Jade Pearl Rice Ramen,2,3,33000
1239,185,White Curry Noodle,2,11,11000
1240,240,Cuisine Adventures Chicken Pho Soup,4,22,49000
1241,36,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,2,12,30000
1242,213,Instant Rice Noodle Pad Thai,3,7,15000
1243,241,Super Noodles Peppered Steak Flavour,2,25,36000
1244,242,Chikara Brand Udon Beef Flavor,2,3,10000
1245,60,Fresh Chow Mein Noodles With Seasoning,2,3,7000
1246,242,Chikara Brand Udon Hot & Spicy Flavor,2,3,38000
1247,242,Chikara Brand Udon Mushroom Flavor,2,3,29000
1248,242,Chikara Brand Udon Oriental Flavor,2,3,6000
1249,242,Chikara Brand Udon Chicken Flavor,2,3,23000
1250,36,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,2,12,10000
1251,82,Otafuku Okonomi Sauce Yakisoba,3,1,32000
1252,74,Oriental Style Instant Noodle Mi Ga Chicken Flavor,1,9,10000
1253,99,Hello Kitty La Wei (Spicy Flavor),2,2,32000
1254,243,Unif-100 Instant Noodles Artificial Tart Beef Flavor,2,13,46000
1255,120,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,2,11,8000
1256,171,Spicy Shrimp Tom Yam Flavour,1,6,41000
1257,194,Instant Noodles Stewed Beef Flavour,2,7,12000
1258,238,Korean Style Mushroom Chicken Flavour Cooking Noodle,2,13,11000
1259,244,Instant Noodle Udon Hot & Spicy,2,5,44000
1260,235,Fresh Chow Mein Noodles With Seasoning,2,1,26000
1261,150,Instant Noodles Cup Seafood Flavour,1,7,37000
1262,222,Mi Segera Kari Ayam Instant Noodles,2,11,41000
1263,3,Spa Oh Tarako Spaghetti,4,1,22000
1264,56,Little Prince Brand Snack Noodles Original Flavor,2,2,37000
1265,20,Japchae Vermicelli Noodle,2,5,37000
1266,224,Chicken Flavour Instant Noodles,2,25,48000
1267,16,Korean Traditional Beef Gomtangmen,2,5,14000
1268,245,Green Barley Noodle Vegetable Soup,2,12,48000
1269,26,I Want To Eat Ramen Miso Flavor,2,1,41000
1270,230,Spesial Rasa Soto Ayam,2,12,17000
1271,246,Rice Noodle Cart Thai Peanut,3,3,8000
1272,149,Oriental Style Instant Noodles Seafood Flavour,1,7,35000
1273,13,Soon Veggie Noodle Soup,2,5,27000
1274,3,Cup Noodle Cheese Curry,1,1,31000
1275,171,Oriental Style Instant Noodles Tom Yam Flavour,2,6,45000
1276,99,Instant Noodle Original Flavor,2,2,29000
1277,3,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,2,8,21000
1278,166,Instant Noodles In A Cup Chicken Flavour,1,22,5000
1279,150,Instant Noodles Yentafo Tom Yum Mohfai Flavour,2,7,25000
1280,77,Quick Serve Macaroni Shrimp Broth,2,8,7000
1281,6,Red Nagasaki Jjampong,2,5,30000
1282,247,Noodles In A Cup Spicy Chicken Simulated Flavour,1,22,40000
1283,248,Lightning Beef Bone Tteokguk Rice Cake Soup,4,5,33000
1284,249,Mie Gepeng Kuah Rasa Ayam Lada Hitam,2,12,50000
1285,172,Ramen With Pickled Mustard Flavor,2,2,44000
1286,172,Steam Mushroom Flavor Ramen,2,2,41000
1287,228,Instant Noodles Chicken Flavour,1,7,48000
1288,44,Prawn Noodles,2,6,31000
1289,3,Cup Noodles Sabor A Carne Sopa Con Fideos,1,34,35000
1290,187,M Ly Instant Noodles M Tm Shrimp Flavor,1,9,28000
1291,13,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,3,5,27000
1292,87,Braised Beef Noodles,2,13,36000
1293,45,QQ Scallop Seafood Vermicelli,4,8,48000
1294,250,Kumamoto Tonkotsu Ramen,2,1,5000
1295,241,Super Noodles Roast Beef & Onion Flavour,2,25,33000
1296,197,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,4,32,5000
1297,246,Rice Noodle Cart Sweet Citrus Ginger,3,3,35000
1298,13,Oolongmen Kimchi Cup Noodle Soup Mix,1,5,34000
1299,171,Purple Wheat Noodles Aglio Olio,2,6,38000
1300,251,Jet Black Sesame Oil Pork Tonkotsu,4,1,15000
1301,188,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,2,2,34000
1302,214,Instant Noodles Mixed Vegetable,2,25,6000
1303,20,Ppushu Ppushu Noodle Snack Bulgogi Flavor,2,5,10000
1304,74,M G Tm Chua Cay Hot & Sour Chicken Flavor Instant Noodles,2,9,46000
1305,222,Mi Bandung Prawn Mee,2,11,34000
1306,172,Ramen With Stewed Pork Flavor,2,2,28000
1307,172,Shiitake Flavor Spinach Ramen,2,2,17000
1308,224,Basics Instant Noodles Chicken Curry Flavour,2,25,35000
1309,6,Baked Noodle Spicy Grilled Beef Ramyun,2,5,7000
1310,130,Singapore Chilli Crab La Mian,2,6,30000
1311,214,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,2,25,42000
1312,221,Rice Vermicelli Scallop With XO Sauce Flavour,2,8,30000
1313,172,Dried Noodle With Jah Jan Sauce,2,2,47000
1314,252,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,1,12,45000
1315,252,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,1,12,16000
1316,252,Rasa Ayam Bawang Chicken Onion Flavour,1,12,10000
1317,252,Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour,1,12,38000
1318,3,Cup Noodle Curry X Gunpla RX-78-2 Gundam,1,1,38000
1319,252,Mi Cup Rasa Kari Ayam Chicken Curry Flavour,1,12,19000
1320,253,Rasa Baso Sapi Meat Ball Mi Instan Cup,1,12,36000
